InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account
INV20260601128,JV20260601128,SO20260601128,2026-06-22,BD-TDM,NV011,Trả góp,RC-120EAC,Nồi cơm,Sunhouse 1.2L,Sharp,3,2084830,0.18,5128681,0.08,410294,5538975,1425000,4275000,853681,0.1665,5538975,5128681,410294,4275000,4275000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601129,JV20260601129,SO20260601129,2026-06-14,HCM-Q7,NV019,Chuyển khoản,MW-640EAD,Lò vi sóng,Sharp 20L,LG,2,5060207,0.06,9513189,0.08,761055,10274244,3235000,6470000,3043189,0.3199,10274244,9513189,761055,6470000,6470000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601130,JV20260601130,SO20260601130,2026-06-12,BD-TDM,NV024,Trả góp,BL-A4BCD6,Máy xay,Philips Blender,Sunhouse,3,1264113,0.07,3526875,0.08,282150,3809025,915000,2745000,781875,0.2217,3809025,3526875,282150,2745000,2745000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601131,JV20260601131,SO20260601131,2026-06-01,HN-HBT,NV011,Ví điện tử,TV-74BDA3,TV,LG OLED 48,Sunhouse,3,7910223,0.11,21120295,0.08,1689623,22809918,6637000,19911000,1209295,0.0573,22809918,21120295,1689623,19911000,19911000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601132,JV20260601132,SO20260601132,2026-06-15,HCM-Q1,NV018,Thẻ,FN-5D5A92,Quạt,Asia,Casper,3,1186822,0.06,3346838,0.08,267747,3614585,722000,2166000,1180838,0.3528,3614585,3346838,267747,2166000,2166000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601133,JV20260601133,SO20260601133,2026-06-10,DN-HC,NV026,Chuyển khoản,TV-C718CB,TV,"Samsung 55"" 4K",Xiaomi,3,24611744,0.13,64236651,0.08,5138932,69375583,19000000,57000000,7236651,0.1127,69375583,64236651,5138932,57000000,57000000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601134,JV20260601134,SO20260601134,2026-06-09,HN-CG,NV027,Thẻ,VC-9C3BA7,Máy hút bụi,Xiaomi G10,Xiaomi,3,3501872,0.19,8509548,0.08,680763,9190311,2133000,6399000,2110548,0.248,9190311,8509548,680763,6399000,6399000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601135,JV20260601135,SO20260601135,2026-06-13,BD-TDM,NV002,Ví điện tử,KT-01C6B2,Ấm siêu tốc,Kangaroo,Electrolux,2,935499,0.17,1552928,0.08,124234,1677162,624000,1248000,304928,0.1964,1677162,1552928,124234,1248000,1248000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601136,JV20260601136,SO20260601136,2026-06-19,HCM-Q1,NV013,Trả góp,FN-464655,Quạt,Panasonic,Toshiba,1,1388214,0.16,1166099,0.08,93287,1259386,852000,852000,314099,0.2694,1259386,1166099,93287,852000,852000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601137,JV20260601137,SO20260601137,2026-06-18,HCM-TB,NV028,Tiền mặt,RC-24D4CE,Nồi cơm,Sunhouse 1.2L,Philips,1,2445613,0.2,1956490,0.08,156519,2113009,1793000,1793000,163490,0.0836,2113009,1956490,156519,1793000,1793000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601138,JV20260601138,SO20260601138,2026-06-17,HN-CG,NV024,Tiền mặt,WM-917ACE,Máy giặt,Panasonic 8.5kg,Philips,3,9849361,0.1,26593274,0.08,2127461,28720735,7645000,22935000,3658274,0.1376,28720735,26593274,2127461,22935000,22935000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601139,JV20260601139,SO20260601139,2026-06-13,HN-CG,NV002,Thẻ,MW-AE2881,Lò vi sóng,Panasonic 25L,Panasonic,2,1864607,0.1,3356292,0.08,268503,3624795,1207000,2414000,942292,0.2808,3624795,3356292,268503,2414000,2414000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601140,JV20260601140,SO20260601140,2026-06-19,HCM-Q1,NV015,Thẻ,VC-C98E79,Máy hút bụi,Dyson V8,LG,2,3621088,0.06,6807645,0.08,544611,7352256,2660000,5320000,1487645,0.2185,7352256,6807645,544611,5320000,5320000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601141,JV20260601141,SO20260601141,2026-06-09,HN-HBT,NV019,Ví điện tử,TV-652BA6,TV,LG OLED 48,Senko,2,12309103,0.0,24618206,0.08,1969456,26587662,10578000,21156000,3462206,0.1406,26587662,24618206,1969456,21156000,21156000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601142,JV20260601142,SO20260601142,2026-06-08,DN-HC,NV028,Ví điện tử,FN-1B187A,Quạt,Panasonic,Panasonic,1,780014,0.15,663011,0.08,53040,716051,457000,457000,206011,0.3107,716051,663011,53040,457000,457000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601143,JV20260601143,SO20260601143,2026-06-07,HCM-TB,NV004,Tiền mặt,FN-05A833,Quạt,Asia,Aqua,2,980257,0.18,1607621,0.08,128609,1736230,675000,1350000,257621,0.1602,1736230,1607621,128609,1350000,1350000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601144,JV20260601144,SO20260601144,2026-06-04,HN-CG,NV027,Trả góp,KT-3F3135,Ấm siêu tốc,Sunhouse,Sharp,2,952583,0.05,1809907,0.08,144792,1954699,550000,1100000,709907,0.3922,1954699,1809907,144792,1100000,1100000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601145,JV20260601145,SO20260601145,2026-06-22,HCM-TB,NV011,Chuyển khoản,FN-A7C1D9,Quạt,Asia,LG,3,1896324,0.03,5518302,0.08,441464,5959766,1347000,4041000,1477302,0.2677,5959766,5518302,441464,4041000,4041000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601146,JV20260601146,SO20260601146,2026-06-04,DN-HC,NV008,Ví điện tử,MW-CC5E2E,Lò vi sóng,Electrolux 23L,Electrolux,3,1564446,0.17,3895470,0.08,311637,4207107,1010000,3030000,865470,0.2222,4207107,3895470,311637,3030000,3030000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601147,JV20260601147,SO20260601147,2026-06-17,HCM-TB,NV027,Chuyển khoản,MW-1E7D48,Lò vi sóng,Sharp 20L,Xiaomi,2,4679967,0.13,8143142,0.08,651451,8794593,3572000,7144000,999142,0.1227,8794593,8143142,651451,7144000,7144000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601148,JV20260601148,SO20260601148,2026-06-08,HN-CG,NV005,Ví điện tử,KT-619E7F,Ấm siêu tốc,Sunhouse,Cuckoo,3,1271678,0.19,3090177,0.08,247214,3337391,736000,2208000,882177,0.2855,3337391,3090177,247214,2208000,2208000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601149,JV20260601149,SO20260601149,2026-06-14,HCM-Q1,NV002,Trả góp,FN-AEDFD9,Quạt,Panasonic,Sony,1,2041671,0.02,2000837,0.08,160066,2160903,1228000,1228000,772837,0.3863,2160903,2000837,160066,1228000,1228000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601150,JV20260601150,SO20260601150,2026-06-28,HN-HBT,NV016,Thẻ,FN-1B187A,Quạt,Panasonic,Panasonic,2,1655872,0.2,2649395,0.08,211951,2861346,1014000,2028000,621395,0.2345,2861346,2649395,211951,2028000,2028000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601151,JV20260601151,SO20260601151,2026-06-11,CT-NK,NV009,Thẻ,AC-EA5153,Máy lạnh,Casper 1HP,Sunhouse,2,7374852,0.12,12979739,0.08,1038379,14018118,6055000,12110000,869739,0.067,14018118,12979739,1038379,12110000,12110000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601152,JV20260601152,SO20260601152,2026-06-10,HN-CG,NV026,Trả góp,BL-A4802F,Máy xay,Philips Blender,Daikin,3,2040464,0.16,5141969,0.08,411357,5553326,1202000,3606000,1535969,0.2987,5553326,5141969,411357,3606000,3606000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601153,JV20260601153,SO20260601153,2026-06-06,HCM-Q7,NV022,Chuyển khoản,VC-C98E79,Máy hút bụi,Dyson V8,LG,2,3414395,0.03,6623926,0.08,529914,7153840,2312000,4624000,1999926,0.3019,7153840,6623926,529914,4624000,4624000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601154,JV20260601154,SO20260601154,2026-06-20,HN-CG,NV015,Ví điện tử,FN-AB0CC6,Quạt,Asia,Xiaomi,3,2013044,0.07,5616392,0.08,449311,6065703,1440000,4320000,1296392,0.2308,6065703,5616392,449311,4320000,4320000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601155,JV20260601155,SO20260601155,2026-06-04,HCM-TB,NV025,Tiền mặt,KT-8BE75F,Ấm siêu tốc,Kangaroo,Samsung,3,955742,0.02,2809881,0.08,224790,3034671,676000,2028000,781881,0.2783,3034671,2809881,224790,2028000,2028000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601156,JV20260601156,SO20260601156,2026-06-21,BD-TDM,NV030,Tiền mặt,RC-4E5AAE,Nồi cơm,Panasonic 1.8L,Sony,1,2171315,0.06,2041036,0.08,163282,2204318,1307000,1307000,734036,0.3596,2204318,2041036,163282,1307000,1307000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601157,JV20260601157,SO20260601157,2026-06-23,HCM-Q1,NV010,Thẻ,BL-AED849,Máy xay,Panasonic Blender,Electrolux,1,2027548,0.19,1642313,0.08,131385,1773698,1259000,1259000,383313,0.2334,1773698,1642313,131385,1259000,1259000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601158,JV20260601158,SO20260601158,2026-06-03,HCM-Q1,NV025,Thẻ,AC-E66A0A,Máy lạnh,Daikin 1HP,Mitsubishi,3,7134551,0.07,19905397,0.08,1592431,21497828,5659000,16977000,2928397,0.1471,21497828,19905397,1592431,16977000,16977000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601159,JV20260601159,SO20260601159,2026-06-14,HN-CG,NV001,Chuyển khoản,RC-6D8DC1,Nồi cơm,Panasonic 1.8L,Xiaomi,3,2826829,0.01,8395682,0.08,671654,9067336,2140000,6420000,1975682,0.2353,9067336,8395682,671654,6420000,6420000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601160,JV20260601160,SO20260601160,2026-06-18,HN-CG,NV030,Trả góp,BL-653303,Máy xay,Sunhouse Blender,Philips,2,405436,0.15,689241,0.08,55139,744380,249000,498000,191241,0.2775,744380,689241,55139,498000,498000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601161,JV20260601161,SO20260601161,2026-06-03,HCM-Q1,NV002,Tiền mặt,VC-98D4CD,Máy hút bụi,Xiaomi G10,Cuckoo,2,5336938,0.06,10033443,0.08,802675,10836118,3322000,6644000,3389443,0.3378,10836118,10033443,802675,6644000,6644000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601162,JV20260601162,SO20260601162,2026-06-24,BD-TDM,NV027,Chuyển khoản,RC-93DC24,Nồi cơm,Cuckoo 1.8L,Mitsubishi,3,1270827,0.19,3088109,0.08,247048,3335157,916000,2748000,340109,0.1101,3335157,3088109,247048,2748000,2748000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601163,JV20260601163,SO20260601163,2026-06-24,DN-HC,NV027,Ví điện tử,TV-0432E5,TV,"Sony 65""",Panasonic,1,20863260,0.08,19194199,0.08,1535535,20729734,16587000,16587000,2607199,0.1358,20729734,19194199,1535535,16587000,16587000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601164,JV20260601164,SO20260601164,2026-06-14,CT-NK,NV014,Chuyển khoản,RF-4D4BA4,Tủ lạnh,Aqua 250L,Philips,2,7723348,0.16,12975224,0.08,1038017,14013241,6096000,12192000,783224,0.0604,14013241,12975224,1038017,12192000,12192000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601165,JV20260601165,SO20260601165,2026-06-08,BD-TDM,NV017,Ví điện tử,KT-9065A4,Ấm siêu tốc,Philips,Mitsubishi,1,1172975,0.05,1114326,0.08,89146,1203472,792000,792000,322326,0.2893,1203472,1114326,89146,792000,792000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601166,JV20260601166,SO20260601166,2026-06-11,HCM-Q1,NV015,Tiền mặt,RC-BC47CD,Nồi cơm,Sharp 1.8L,Aqua,3,3698757,0.14,9542793,0.08,763423,10306216,2433000,7299000,2243793,0.2351,10306216,9542793,763423,7299000,7299000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601167,JV20260601167,SO20260601167,2026-06-06,HN-CG,NV027,Ví điện tử,WM-9F9723,Máy giặt,LG 9kg,Mitsubishi,1,7223198,0.01,7150966,0.08,572077,7723043,5735000,5735000,1415966,0.198,7723043,7150966,572077,5735000,5735000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601168,JV20260601168,SO20260601168,2026-06-04,HN-HBT,NV002,Tiền mặt,AC-A7840C,Máy lạnh,Mitsubishi 1.5HP,Panasonic,3,19765891,0.02,58111719,0.08,4648937,62760656,14667000,44001000,14110719,0.2428,62760656,58111719,4648937,44001000,44001000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601169,JV20260601169,SO20260601169,2026-06-01,HCM-Q1,NV011,Chuyển khoản,AC-FFF461,Máy lạnh,Mitsubishi 1.5HP,LG,1,9971880,0.17,8276660,0.08,662132,8938792,8020000,8020000,256660,0.031,8938792,8276660,662132,8020000,8020000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601170,JV20260601170,SO20260601170,2026-06-28,HCM-TB,NV026,Thẻ,VC-09CEE7,Máy hút bụi,Dyson V8,Philips,2,5699382,0.03,11056801,0.08,884544,11941345,3890000,7780000,3276801,0.2964,11941345,11056801,884544,7780000,7780000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601171,JV20260601171,SO20260601171,2026-06-07,HCM-TB,NV028,Chuyển khoản,WM-233DAD,Máy giặt,LG 9kg,Toshiba,1,6407224,0.13,5574284,0.08,445942,6020226,4715000,4715000,859284,0.1542,6020226,5574284,445942,4715000,4715000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601172,JV20260601172,SO20260601172,2026-06-24,CT-NK,NV001,Ví điện tử,FN-E6A9CC,Quạt,Panasonic,Asia,3,911215,0.03,2651635,0.08,212130,2863765,529000,1587000,1064635,0.4015,2863765,2651635,212130,1587000,1587000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601173,JV20260601173,SO20260601173,2026-06-25,HCM-TB,NV024,Ví điện tử,TV-367380,TV,"Sony 65""",Sharp,2,7203161,0.09,13109753,0.08,1048780,14158533,6080000,12160000,949753,0.0724,14158533,13109753,1048780,12160000,12160000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601174,JV20260601174,SO20260601174,2026-06-13,HCM-Q1,NV012,Thẻ,KT-7A47B5,Ấm siêu tốc,Sunhouse,Sunhouse,2,328434,0.14,564906,0.08,45192,610098,198000,396000,168906,0.299,610098,564906,45192,396000,396000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601175,JV20260601175,SO20260601175,2026-06-28,DN-HC,NV007,Trả góp,AC-029767,Máy lạnh,Daikin 1HP,Sunhouse,1,14850568,0.13,12919994,0.08,1033599,13953593,11198000,11198000,1721994,0.1333,13953593,12919994,1033599,11198000,11198000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601176,JV20260601176,SO20260601176,2026-06-08,HCM-TB,NV022,Chuyển khoản,VC-8A6FDF,Máy hút bụi,Dyson V8,Samsung,2,8628289,0.18,14150393,0.08,1132031,15282424,5480000,10960000,3190393,0.2255,15282424,14150393,1132031,10960000,10960000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601177,JV20260601177,SO20260601177,2026-06-01,BD-TDM,NV004,Ví điện tử,RF-AA103D,Tủ lạnh,Panasonic 300L,Sunhouse,1,5147050,0.17,4272051,0.08,341764,4613815,4274000,4274000,-1949,-0.0005,4613815,4272051,341764,4274000,4274000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601178,JV20260601178,SO20260601178,2026-06-25,HCM-Q7,NV023,Trả góp,VC-36242C,Máy hút bụi,Xiaomi G10,Sony,3,6855668,0.19,16659273,0.08,1332741,17992014,4514000,13542000,3117273,0.1871,17992014,16659273,1332741,13542000,13542000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601179,JV20260601179,SO20260601179,2026-06-10,HCM-TB,NV027,Tiền mặt,TV-43365F,TV,"Samsung 55"" 4K",Cuckoo,2,14111668,0.08,25965469,0.08,2077237,28042706,12018000,24036000,1929469,0.0743,28042706,25965469,2077237,24036000,24036000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601180,JV20260601180,SO20260601180,2026-06-10,HN-HBT,NV020,Tiền mặt,KT-DB0B2F,Ấm siêu tốc,Sunhouse,Mitsubishi,2,638302,0.03,1238305,0.08,99064,1337369,345000,690000,548305,0.4428,1337369,1238305,99064,690000,690000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601181,JV20260601181,SO20260601181,2026-06-23,HCM-TB,NV021,Ví điện tử,KT-60A177,Ấm siêu tốc,Kangaroo,Cuckoo,1,346025,0.08,318343,0.08,25467,343810,193000,193000,125343,0.3937,343810,318343,25467,193000,193000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601182,JV20260601182,SO20260601182,2026-06-03,BD-TDM,NV003,Trả góp,RF-742B7E,Tủ lạnh,Samsung Inverter 350L,Asia,1,18077931,0.1,16270137,0.08,1301610,17571747,14010000,14010000,2260137,0.1389,17571747,16270137,1301610,14010000,14010000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601183,JV20260601183,SO20260601183,2026-06-02,HN-HBT,NV013,Thẻ,RC-DBD450,Nồi cơm,Cuckoo 1.8L,Senko,1,647604,0.13,563415,0.08,45073,608488,424000,424000,139415,0.2474,608488,563415,45073,424000,424000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601184,JV20260601184,SO20260601184,2026-06-26,HN-HBT,NV022,Trả góp,KT-01C6B2,Ấm siêu tốc,Kangaroo,Electrolux,2,799059,0.15,1358400,0.08,108672,1467072,466000,932000,426400,0.3139,1467072,1358400,108672,932000,932000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601185,JV20260601185,SO20260601185,2026-06-10,HCM-TB,NV015,Chuyển khoản,MW-73FD95,Lò vi sóng,Sharp 20L,Asia,2,3014619,0.05,5727776,0.08,458222,6185998,1910000,3820000,1907776,0.3331,6185998,5727776,458222,3820000,3820000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601186,JV20260601186,SO20260601186,2026-06-30,HCM-Q1,NV029,Thẻ,WM-6CA151,Máy giặt,LG 9kg,Philips,2,14344127,0.11,25532546,0.08,2042603,27575149,10670000,21340000,4192546,0.1642,27575149,25532546,2042603,21340000,21340000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
